Rank,Title,OA,Country,SJR-index,CiteScore,H-index,Best Quartile,Best Categories,Best Subject Area,Best Subject Rank,Total Docs.,Total Docs. 3y,Total Refs.,Total Cites 3y,Citable Docs. 3y,Cites/Doc. 2y,Refs./Doc.,Publisher,Core Collection,Coverage,Active,In-Press,ISO Language Code,ASJC Codes,Life Sciences,Social Sciences,Physical Sciences,Health Sciences,1000 General,1100 Agricultural and Biological Sciences,1200 Arts and Humanities,"1300 Biochemistry, Genetics and Molecular Biology","1400 Business, Management and Accounting",1500 Chemical Engineering,1600 Chemistry,1700 Computer Science,1800 Decision Sciences,1900 Earth and Planetary Sciences,"2000 Economics, Econometrics and Finance",2100 Energy,2200 Engineering,2300 Environmental Science,2400 Immunology and Microbiology,2500 Materials Science,2600 Mathematics,2700 Medicine,2800 Neuroscience,2900 Nursing,"3000 Pharmacology, Toxicology and Pharmaceutics",3100 Physics and Astronomy,3200 Psychology,3300 Social Sciences,3400 Veterinary,3500 Dentistry,3600 Health Professions
13747,European Transport - Trasporti Europei,True,Italy,0.251,2.3,23,Q3,['Automotive Engineering'],Engineering,1484,28,130,651,166,129,1.42,23.25,,,1995,True,False,ENG,"['3313', ' 2203']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13748,"East Asian Science, Technology and Society",False,United States,0.251,1.5,19,Q3,['Social Sciences (miscellaneous)'],Social Sciences,2999,41,115,1746,71,87,0.61,42.59,,,2008,True,True,ENG,['3300'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13749,Prisma Social,True,Spain,0.251,1.4,11,Q3,['Social Sciences (miscellaneous)'],Social Sciences,3002,49,169,2388,161,166,0.88,48.73,Fundacion Is&D Investigacion Social Avanzada,Emerging Sources Citation Index,2013,True,False,SPA,['3300'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13750,Revista Fuentes,True,Spain,0.251,1.2,6,Q3,"['Education', 'Sociology and Political Science']",Social Sciences,3003,30,67,1317,61,67,0.88,43.9,Univ Sevilla,Emerging Sources Citation Index,2018,True,False,SPA,"['3312', ' 3204', ' 3304']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13751,Acta Reumatologica Portuguesa,True,Portugal,0.251,1.7,28,Q3,['Medicine (miscellaneous)'],Medicine,4299,42,163,1099,123,133,0.54,26.17,,,1973,True,False,ENG,['2745'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13752,ARYA Atherosclerosis,True,Iran,0.251,1.3,25,Q3,['Cardiology and Cardiovascular Medicine'],Medicine,4300,59,119,1446,107,111,0.64,24.51,Isfahan Univ Medical Sciences,Emerging Sources Citation Index,2011,True,False,ENG,['2705'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13753,Brazilian Journal of Anesthesiology (English Edition),True,Brazil,0.251,,33,Q3,['Anesthesiology and Pain Medicine'],Medicine,4301,192,426,4118,359,347,0.66,21.45,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13754,Case Reports in Nephrology and Dialysis,True,Switzerland,0.251,1.3,11,Q3,['Nephrology'],Medicine,4302,40,94,643,96,94,0.8,16.08,Karger,Emerging Sources Citation Index,2015,True,True,ENG,['2727'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13755,Heroin Addiction and Related Clinical Problems,False,Italy,0.251,1.5,18,Q3,['Medicine (miscellaneous)'],Medicine,4305,35,123,1286,94,117,0.83,36.74,Pacini Editore,Social Sciences Citation Index,2005,True,False,ENG,"['2738', ' 2701']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13756,South African Family Practice,True,United Kingdom,0.251,1.1,22,Q3,"['Family Practice', 'Public Health, Environmental and Occupational Health']",Medicine,4307,76,263,1907,166,218,0.68,25.09,Aosis,Emerging Sources Citation Index,2000,True,False,ENG,"['2714', ' 2739']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13757,Hematology Reports,True,Italy,0.251,1.1,16,Q4,['Hematology'],Medicine,4304,52,73,1225,60,71,0.69,23.56,Mdpi,Emerging Sources Citation Index,2010,True,False,ENG,['2720'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13758,Intelligence and National Security,False,United Kingdom,0.25,1.6,30,Q1,['History'],Arts and Humanities,822,80,200,4701,203,195,1.02,58.76,Routledge Journals,Social Sciences Citation Index,1986,True,True,ENG,"['3320', ' 1202']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13759,Journal of Empirical Theology,False,Netherlands,0.25,0.9,11,Q1,['Religious Studies'],Arts and Humanities,823,11,39,504,26,38,0.92,45.82,Brill,Emerging Sources Citation Index,1988,True,False,ENG,"['1212', ' 3301']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13760,Journal of Muslim Mental Health,True,United States,0.25,0.8,24,Q1,['Religious Studies'],Arts and Humanities,824,12,31,663,27,28,0.85,55.25,Michigan Publishing,Emerging Sources Citation Index,2007,True,False,ENG,"['2738', ' 1212', ' 3306']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13761,Catalan Journal of Communication and Cultural Studies,False,United Kingdom,0.25,1.5,9,Q1,['Cultural Studies'],Social Sciences,3005,15,67,771,68,62,0.44,51.4,,,2013,True,False,ENG,"['3315', ' 3316']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13762,Poverty & Public Policy,False,United States,0.25,1.2,7,Q1,['Cultural Studies'],Social Sciences,3010,24,62,1282,54,51,0.95,53.42,Wiley,Emerging Sources Citation Index,2016,True,False,ENG,['3312'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13763,Anuario de Psicologia Juridica,True,Spain,0.25,2.6,12,Q2,['Law'],Social Sciences,3004,13,38,894,48,38,1.27,68.77,Colegio Oficial Psicologos Madrid,Social Sciences Citation Index,2013,True,True,SPA,"['3308', ' 3202', ' 2734']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
13764,Justice System Journal,False,United Kingdom,0.25,0.7,23,Q2,['Law'],Social Sciences,3009,43,74,2018,38,56,0.39,46.93,,,1988,True,True,ENG,['3308'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13765,IEEE Industry Applications Magazine,False,United States,0.25,1.3,59,Q3,['Energy Engineering and Power Technology'],Energy,259,77,238,817,137,176,0.54,10.61,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded,1995,True,True,ENG,"['2208', ' 2209', ' 2102', ' 2207']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13766,Revista de Nutricao,True,Brazil,0.25,1.2,40,Q3,['Nutrition and Dietetics'],Nursing,342,60,136,2269,134,136,0.88,37.82,,,2000,True,False,POR,"['2916', ' 2701']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13767,Journal of the Mexican Chemical Society,True,Mexico,0.25,1.8,26,Q3,['Chemistry (miscellaneous)'],Chemistry,600,40,112,1940,162,110,1.75,48.5,Soc Quimica Mexico,Science Citation Index Expanded,2008,True,False,ENG,['1600'],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13768,Croatian Operational Research Review,True,Croatia,0.25,1.5,9,Q3,['Economics and Econometrics'],"Economics, Econometrics and Finance",643,17,66,475,71,66,0.92,27.94,Croatian Operational Research Soc,Emerging Sources Citation Index,2017,True,False,ENG,"['2604', ' 1803', ' 1804', ' 2002', ' 2613']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13769,Metalurgija,True,Croatia,0.25,1.2,33,Q3,['Condensed Matter Physics'],Physics and Astronomy,767,154,343,1616,229,339,0.68,10.49,Croatian Metallurgical Soc,Emerging Sources Citation Index,1970,True,False,ENG,"['2505', ' 2506', ' 2211', ' 3104']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13770,Open Astronomy,True,Poland,0.25,1.0,27,Q3,['Astronomy and Astrophysics'],Physics and Astronomy,768,46,76,1303,54,75,0.67,28.33,De Gruyter Poland Sp Z O O,Science Citation Index Expanded,2003,True,True,ENG,"['1912', ' 3103']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13771,Iranian Journal of Fisheries Sciences,False,Iran,0.25,2.0,25,Q3,['Aquatic Science'],Agricultural and Biological Sciences,1309,31,405,1330,399,405,0.93,42.9,Iranian Fisheries Science Research Inst-Ifsri,Science Citation Index Expanded,2008,True,False,ENG,['1104'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13772,Cirugia Espanola,False,Spain,0.25,1.3,27,Q3,['Surgery'],Medicine,4309,274,525,3526,379,442,0.66,12.87,Elsevier Espana Slu,Science Citation Index Expanded,1973,True,True,SPA,['2746'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13773,Der Anaesthesist,False,Germany,0.25,,46,Q3,"['Anesthesiology and Pain Medicine', 'Medicine (miscellaneous)']",Medicine,4310,80,489,1992,360,383,0.78,24.9,,,1952,False,False,GER,"['2703', ' 2700']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13774,International Journal of Data Warehousing and Mining,False,United States,0.25,2.8,24,Q4,"['Hardware and Architecture', 'Software']",Computer Science,1057,5,61,169,86,61,1.47,33.8,Igi Global,Science Citation Index Expanded,2005,True,False,ENG,"['1708', ' 1712']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13775,Australian Economic History Review,False,United Kingdom,0.249,1.0,18,Q1,['History'],Arts and Humanities,825,17,53,891,26,49,0.36,52.41,,,1974,True,True,ENG,"['2002', ' 1202']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13776,Journal of Contemporary Religion,False,United Kingdom,0.249,1.0,36,Q1,['Religious Studies'],Arts and Humanities,826,25,83,1185,65,80,0.76,47.4,Routledge Journals,Arts & Humanities Citation Index,1995,True,False,ENG,"['1211', ' 1212', ' 3316']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13777,Journal of Visual Culture,False,United Kingdom,0.249,1.5,30,Q1,['Visual Arts and Performing Arts'],Arts and Humanities,827,18,63,637,70,62,1.27,35.39,Sage Publications Inc,Social Sciences Citation Index | Arts & Humanities Citation Index,2002,True,False,ENG,"['1213', ' 3315']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13778,Wound Management and Prevention,False,United States,0.249,1.5,57,Q2,"['Advanced and Specialized Nursing', 'Medical and Surgical Nursing']",Nursing,343,64,215,1055,153,164,0.68,16.48,,,2019,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13779,Journal of Language Contact,True,France,0.249,1.5,17,Q2,['Linguistics and Language'],Social Sciences,3014,13,59,934,40,58,0.62,71.85,Brill,Emerging Sources Citation Index,2007,True,False,ENG,"['3310', ' 1203']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13780,Revista Brasileira de Estudos Politicos,True,Brazil,0.249,0.4,3,Q2,['Law'],Social Sciences,3016,28,87,1186,25,84,0.29,42.36,Revista Brasileira Estudos Politicos,Emerging Sources Citation Index,2020,True,False,POR,"['3308', ' 3312']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13781,Journal of Swine Health and Production,True,United States,0.249,1.7,40,Q3,['Food Animals'],Veterinary,132,26,76,724,32,42,0.38,27.85,Amer Assoc Swine Veterinarians,Science Citation Index Expanded,1996,True,False,ENG,"['1103', ' 3403']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13782,Russian Meteorology and Hydrology,False,United States,0.249,1.3,21,Q3,['Fluid Flow and Transfer Processes'],Chemical Engineering,403,110,318,2863,219,318,0.63,26.03,Pleiades Publishing Inc,Science Citation Index Expanded,1993,True,False,ENG,"['1902', ' 1507', ' 2312']",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13783,Spectroscopy Letters,False,United States,0.249,2.4,41,Q3,['Analytical Chemistry'],Chemistry,601,57,218,2353,351,218,1.72,41.28,Taylor & Francis Inc,Science Citation Index Expanded,1968,True,False,ENG,"['1607', ' 3107', ' 1602']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13784,Turkish Journal of Chemistry,False,Turkey,0.249,1.9,51,Q3,['Chemistry (miscellaneous)'],Chemistry,602,172,412,8299,643,412,1.65,48.25,Scientific And Technological Research Council Turkey,Science Citation Index Expanded,1996,True,False,ENG,['1600'],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13785,Engineering Economist,False,United Kingdom,0.249,1.9,36,Q3,['Economics and Econometrics'],"Economics, Econometrics and Finance",645,21,58,800,67,51,1.16,38.1,Taylor & Francis Inc,Science Citation Index Expanded | Social Sciences Citation Index,1955,True,True,ENG,"['2002', ' 2200', ' 3304']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13786,Journal of Applied Water Engineering and Research,False,United Kingdom,0.249,2.1,13,Q3,['Water Science and Technology'],Environmental Science,886,45,73,1981,101,73,1.42,44.02,Taylor & Francis Ltd,Emerging Sources Citation Index,2013,True,True,ENG,['2312'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13787,Journal of Environmental Protection and Ecology,False,Bulgaria,0.249,1.2,25,Q3,"['Management, Monitoring, Policy and Law', 'Nature and Landscape Conservation', 'Pollution']",Environmental Science,887,406,810,6222,797,810,1.31,15.33,,,2008,True,False,ENG,"['2308', ' 2309', ' 2310', ' 2311']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13788,Scientific and Technical Information Processing,False,United States,0.249,1.0,12,Q3,['Computer Science (miscellaneous)'],Computer Science,1058,65,157,1521,104,157,0.67,23.4,Pleiades Publishing Inc,Emerging Sources Citation Index,2008,True,False,ENG,['1700'],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13789,European Journal of Horticultural Science,False,Germany,0.249,1.6,34,Q3,['Horticulture'],Agricultural and Biological Sciences,1310,60,165,2674,168,165,0.93,44.57,Int Soc Horticultural Science-Ishs,Science Citation Index Expanded,2003,True,False,ENG,['1108'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13790,Novon,False,United States,0.249,1.3,27,Q3,['Plant Science'],Agricultural and Biological Sciences,1312,12,84,206,47,83,0.45,17.17,Missouri Botanical Garden,Science Citation Index Expanded,1994,True,False,ENG,"['1110', ' 1105']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13791,Spanish Journal of Agricultural Research,True,Spain,0.249,1.9,44,Q3,['Agronomy and Crop Science'],Agricultural and Biological Sciences,1313,68,256,3183,303,255,1.03,46.81,Consejo Superior Investigaciones Cientificas-Csic,Science Citation Index Expanded,2006,True,False,ENG,['1102'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13792,Turkish Journal of Zoology,True,Turkey,0.249,1.8,32,Q3,['Animal Science and Zoology'],Agricultural and Biological Sciences,1314,42,186,2886,180,186,1.04,68.71,Scientific And Technological Research Council Turkey,Science Citation Index Expanded,1994,True,False,ENG,['1103'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13793,Electrica,True,Turkey,0.249,1.5,13,Q3,['Electrical and Electronic Engineering'],Engineering,1490,45,91,1186,111,91,1.36,26.36,Aves,Emerging Sources Citation Index,2018,True,False,ENG,['2208'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13794,DETUROPE,True,Serbia,0.249,1.4,10,Q3,"['Geography, Planning and Development']",Social Sciences,3011,27,86,1203,80,85,0.92,44.56,,,2017,True,False,ENG,"['1409', ' 3305']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13795,Artificial Satellites,False,Poland,0.249,1.1,12,Q4,['Space and Planetary Science'],Earth and Planetary Sciences,717,16,31,447,30,31,0.72,27.94,,,2009,True,False,ENG,['1912'],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13796,Asian Studies,True,Slovenia,0.248,1.4,8,Q1,"['History', 'Literature and Literary Theory']",Arts and Humanities,828,48,102,2223,72,95,0.85,46.31,,,2013,True,False,ENG,"['1208', ' 3312', ' 1211', ' 1202', ' 3316']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13797,Journal of Southeast Asian Studies,False,United Kingdom,0.248,1.2,34,Q1,['History'],Arts and Humanities,829,32,97,1759,80,85,0.34,54.97,Cambridge Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index,1970,True,True,ENG,"['3312', ' 1202', ' 3305']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13798,Journal of World History,False,United States,0.248,1.2,40,Q1,['History'],Arts and Humanities,830,22,69,150,53,65,0.54,6.82,Univ Hawaii Press,Arts & Humanities Citation Index,1990,True,False,ENG,['1202'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13799,Revista 180,True,Chile,0.248,0.7,6,Q1,['Visual Arts and Performing Arts'],Arts and Humanities,831,17,63,651,26,58,0.39,38.29,Univ Diego Portales,Arts & Humanities Citation Index,2005,True,False,ENG,"['1213', ' 2216', ' 3322']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13800,Journal of Pharmacy Practice and Research,False,United States,0.248,1.4,24,Q2,['Pharmacy'],Health Professions,359,61,267,1550,148,193,0.55,25.41,Wiley,Emerging Sources Citation Index,2002,True,True,ENG,"['2736', ' 3611']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13801,Journal of Emerging Market Finance,False,India,0.248,1.6,20,Q3,"['Economics and Econometrics', 'Finance']","Economics, Econometrics and Finance",646,19,43,905,60,43,1.57,47.63,Sage Publications India Pvt Ltd,Emerging Sources Citation Index,2002,True,False,ENG,"['2002', ' 2003']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13802,"Journal of Neuroscience, Psychology, and Economics",False,United States,0.248,1.5,28,Q3,"['Economics, Econometrics and Finance (miscellaneous)']","Economics, Econometrics and Finance",647,17,41,1332,38,41,0.76,78.35,,,2008,True,True,ENG,"['2802', ' 2805', ' 2001', ' 3202', ' 1401', ' 3205', ' 3206']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13803,Public Finance Review,False,United States,0.248,1.2,35,Q3,"['Economics and Econometrics', 'Finance']","Economics, Econometrics and Finance",648,27,90,989,60,88,0.64,36.63,Sage Publications Inc,Emerging Sources Citation Index,1973,True,False,ENG,"['3321', ' 2002', ' 2003']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13804,"Bulletin of Geography, Physical Geography Series",True,Poland,0.248,2.3,5,Q3,['Geophysics'],Earth and Planetary Sciences,719,5,34,178,41,34,1.56,35.6,,,2019,True,False,ENG,"['1908', ' 3305']",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13805,Advances in Acoustics and Vibration,True,United States,0.248,,17,Q3,['Acoustics and Ultrasonics'],Physics and Astronomy,770,0,6,0,7,6,1.5,0.0,,,2011,True,False,ENG,"['2211', ' 3102', ' 2215']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13806,Journal of Nonlinear Optical Physics and Materials,False,Singapore,0.248,1.9,35,Q3,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,771,42,65,1771,91,65,2.05,42.17,,,1996,True,False,ENG,"['3101', ' 3107', ' 2504']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13807,Loisir et Societe,False,United Kingdom,0.248,0.8,25,Q3,['Metals and Alloys'],Materials Science,794,36,89,1770,65,82,0.42,49.17,,,1978,True,True,ENG,['3312'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13808,Baltic Journal of Modern Computing,True,Latvia,0.248,1.3,7,Q3,['Computer Science (miscellaneous)'],Computer Science,1059,53,114,1455,113,113,1.19,27.45,Univ Latvia,Emerging Sources Citation Index,2019,True,False,ENG,['1700'],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13809,International Journal of Grid and High Performance Computing,False,United States,0.248,1.7,13,Q3,['Computer Networks and Communications'],Computer Science,1060,27,65,779,87,65,0.91,28.85,Igi Global,Emerging Sources Citation Index,2009,True,False,ENG,['1705'],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13810,Lithuanian Mathematical Journal,False,Germany,0.248,0.9,20,Q3,['Mathematics (miscellaneous)'],Mathematics,1086,40,115,773,60,115,0.51,19.33,Springer,Science Citation Index Expanded,1973,True,True,ENG,['2600'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13811,Journal of Ichthyology,False,United States,0.248,1.2,22,Q3,"['Agricultural and Biological Sciences (miscellaneous)', 'Aquatic Science']",Agricultural and Biological Sciences,1315,138,304,6742,210,304,0.65,48.86,Pleiades Publishing Inc,Science Citation Index Expanded,1976,True,False,ENG,"['1100', ' 1104']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13812,Ager,False,Spain,0.248,1.2,11,Q3,"['Demography', 'Development', 'Geography, Planning and Development']",Social Sciences,3017,21,58,1032,55,55,1.14,49.14,,,2009,True,False,SPA,"['3303', ' 3305', ' 3317']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13813,Voluntary Sector Review,False,United Kingdom,0.248,1.8,12,Q3,['Social Sciences (miscellaneous)'],Social Sciences,3024,21,73,1055,84,71,1.35,50.24,Policy Press,Emerging Sources Citation Index,2015,True,False,ENG,['3301'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13814,International Medical Case Reports Journal,True,New Zealand,0.248,1.2,16,Q3,['Medicine (miscellaneous)'],Medicine,4314,121,321,2428,288,320,0.94,20.07,Dove Medical Press Ltd,Emerging Sources Citation Index,2010,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13815,Journal of Medical Physics,True,India,0.248,1.0,29,Q3,"['Radiology, Nuclear Medicine and Imaging']",Medicine,4315,57,118,1385,88,114,0.72,24.3,Wolters Kluwer Medknow Publications,Emerging Sources Citation Index,2006,True,False,ENG,"['2741', ' 1304']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13816,Applied Mathematics E - Notes,True,Taiwan,0.248,1.0,21,Q4,['Applied Mathematics'],Mathematics,1085,70,185,1437,121,185,0.56,20.53,,,2001,True,False,ENG,['2604'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13817,History of Psychology,False,United States,0.247,1.0,27,Q1,['History'],Arts and Humanities,832,28,92,1620,42,87,0.46,57.86,Educational Publishing Foundation-American Psychological Assoc,Social Sciences Citation Index,1998,True,True,ENG,"['3200', ' 1202']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13818,Voprosy Filosofii,False,Russian Federation,0.247,0.3,9,Q1,['Cultural Studies'],Social Sciences,3029,228,677,3228,114,671,0.19,14.16,Russian Acad Sciences-Inst Philosophy,Arts & Humanities Citation Index,2002,True,False,RUS,"['1211', ' 1203', ' 1207', ' 3316']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13819,Journal for Nurse Practitioners,False,United States,0.247,1.1,25,Q2,['Advanced and Specialized Nursing'],Nursing,344,286,849,5872,572,707,0.69,20.53,,,2005,True,True,ENG,['2902'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
